state_residence,district_residence,Date,new_case,negative_case,Failed_test,Total_test
MAHARASHTRA,DHULE,2021-01-12,26,690,22,738
MAHARASHTRA,DHULE,2021-01-13,23,557,4,584
MAHARASHTRA,DHULE,2021-01-14,20,519,0,539
MAHARASHTRA,DHULE,2021-01-15,26,459,5,490
MAHARASHTRA,GADCHIROLI,2021-01-11,13,569,2,584
MAHARASHTRA,GADCHIROLI,2021-01-12,11,681,1,693
MAHARASHTRA,GADCHIROLI,2021-01-13,27,868,6,901
MAHARASHTRA,GADCHIROLI,2021-01-14,8,400,1,409
MAHARASHTRA,GADCHIROLI,2021-01-15,12,381,1,394
MAHARASHTRA,GONDIA,2021-01-11,23,428,5,456
MAHARASHTRA,GONDIA,2021-01-12,11,445,1,457
MAHARASHTRA,GONDIA,2021-01-13,29,274,0,303
MAHARASHTRA,GONDIA,2021-01-14,15,266,0,281
MAHARASHTRA,GONDIA,2021-01-15,7,255,0,262
MAHARASHTRA,HINGOLI,2021-01-11,3,230,0,233
MAHARASHTRA,HINGOLI,2021-01-12,11,415,0,426
MAHARASHTRA,HINGOLI,2021-01-13,8,51,1,60
MAHARASHTRA,HINGOLI,2021-01-14,9,352,0,361
MAHARASHTRA,HINGOLI,2021-01-15,2,58,0,60
MAHARASHTRA,JALGAON,2021-01-11,50,820,0,870
MAHARASHTRA,JALGAON,2021-01-12,53,608,1,662
MAHARASHTRA,JALGAON,2021-01-13,58,1077,0,1135
MAHARASHTRA,JALGAON,2021-01-14,50,1003,0,1053
MAHARASHTRA,JALGAON,2021-01-15,41,719,0,760
MAHARASHTRA,JALNA,2021-01-11,10,76,0,86
MAHARASHTRA,JALNA,2021-01-12,23,263,0,286
MAHARASHTRA,JALNA,2021-01-13,14,248,0,262
MAHARASHTRA,JALNA,2021-01-14,31,322,0,353
MAHARASHTRA,JALNA,2021-01-15,7,181,0,188
MAHARASHTRA,KOLHAPUR,2021-01-11,14,600,9,623
MAHARASHTRA,KOLHAPUR,2021-01-12,16,1144,1,1161
MAHARASHTRA,KOLHAPUR,2021-01-13,19,947,4,970
MAHARASHTRA,KOLHAPUR,2021-01-14,23,891,2,916
MAHARASHTRA,KOLHAPUR,2021-01-15,17,919,2,938
MAHARASHTRA,LATUR,2021-01-11,30,1191,2,1223
MAHARASHTRA,LATUR,2021-01-12,52,754,4,810
MAHARASHTRA,LATUR,2021-01-13,45,1095,3,1143
MAHARASHTRA,LATUR,2021-01-14,52,1523,5,1580
MAHARASHTRA,LATUR,2021-01-15,40,950,3,993
MAHARASHTRA,MUMBAI,2021-01-11,471,11173,7,11651
MAHARASHTRA,MUMBAI,2021-01-12,590,12868,15,13473
MAHARASHTRA,MUMBAI,2021-01-13,584,12465,11,13060
MAHARASHTRA,MUMBAI,2021-01-14,532,13452,7,13991
MAHARASHTRA,MUMBAI,2021-01-15,547,13222,12,13781
MAHARASHTRA,MUMBAI SUBURBAN,2021-01-11,111,2145,5,2261
MAHARASHTRA,MUMBAI SUBURBAN,2021-01-12,150,2645,7,2802
MAHARASHTRA,MUMBAI SUBURBAN,2021-01-13,144,2690,2,2836
MAHARASHTRA,MUMBAI SUBURBAN,2021-01-14,127,2845,4,2976
MAHARASHTRA,MUMBAI SUBURBAN,2021-01-15,164,3070,12,3246
MAHARASHTRA,NAGPUR,2021-01-11,410,3001,24,3435
MAHARASHTRA,NAGPUR,2021-01-12,428,3324,27,3779
MAHARASHTRA,NAGPUR,2021-01-13,395,3421,36,3852
MAHARASHTRA,NAGPUR,2021-01-14,338,3013,19,3370
MAHARASHTRA,NAGPUR,2021-01-15,376,2912,23,3311
MAHARASHTRA,NANDED,2021-01-11,52,671,8,731
MAHARASHTRA,NANDED,2021-01-12,45,800,6,851
MAHARASHTRA,NANDED,2021-01-13,44,891,3,938
MAHARASHTRA,NANDED,2021-01-14,18,630,2,650
MAHARASHTRA,NANDED,2021-01-15,21,613,8,642
MAHARASHTRA,NANDURBAR,2021-01-11,67,297,1,365
MAHARASHTRA,NANDURBAR,2021-01-12,63,169,1,233
MAHARASHTRA,NANDURBAR,2021-01-13,42,175,2,219
MAHARASHTRA,NANDURBAR,2021-01-14,58,140,0,198
MAHARASHTRA,NANDURBAR,2021-01-15,46,93,0,139
MAHARASHTRA,NASHIK,2021-01-11,327,1418,1,1746
MAHARASHTRA,NASHIK,2021-01-12,199,1301,6,1506
MAHARASHTRA,NASHIK,2021-01-13,219,1120,2,1341
MAHARASHTRA,NASHIK,2021-01-14,237,1708,1,1946
MAHARASHTRA,NASHIK,2021-01-15,88,1122,2,1212
MAHARASHTRA,OSMANABAD,2021-01-11,18,371,5,394
MAHARASHTRA,OSMANABAD,2021-01-12,37,242,2,281
MAHARASHTRA,OSMANABAD,2021-01-13,32,386,4,422
MAHARASHTRA,OSMANABAD,2021-01-14,19,285,3,307
MAHARASHTRA,OSMANABAD,2021-01-15,32,316,5,353
MAHARASHTRA,PALGHAR,2021-01-11,33,826,5,864
MAHARASHTRA,PALGHAR,2021-01-12,64,1127,2,1193
MAHARASHTRA,PALGHAR,2021-01-13,50,1321,1,1372
MAHARASHTRA,PALGHAR,2021-01-14,52,886,1,939
MAHARASHTRA,PALGHAR,2021-01-15,44,1031,1,1076
MAHARASHTRA,PARBHANI,2021-01-11,7,616,0,623
MAHARASHTRA,PARBHANI,2021-01-12,17,1109,0,1126
MAHARASHTRA,PARBHANI,2021-01-13,22,1518,0,1540
MAHARASHTRA,PARBHANI,2021-01-14,12,1214,0,1226
MAHARASHTRA,PARBHANI,2021-01-15,15,517,0,532
MAHARASHTRA,PUNE,2021-01-11,541,5814,30,6385
MAHARASHTRA,PUNE,2021-01-12,732,6619,41,7392
MAHARASHTRA,PUNE,2021-01-13,592,6138,111,6841
MAHARASHTRA,PUNE,2021-01-14,632,5573,63,6268
MAHARASHTRA,PUNE,2021-01-15,514,5414,40,5968
MAHARASHTRA,RAIGAD,2021-01-11,59,716,1,776
MAHARASHTRA,RAIGAD,2021-01-12,98,1135,0,1233
MAHARASHTRA,RAIGAD,2021-01-13,97,1371,5,1473
MAHARASHTRA,RAIGAD,2021-01-14,91,1155,2,1248
MAHARASHTRA,RAIGAD,2021-01-15,88,1228,1,1317
MAHARASHTRA,RATNAGIRI,2021-01-11,10,188,1,199
MAHARASHTRA,RATNAGIRI,2021-01-12,18,189,0,207
MAHARASHTRA,RATNAGIRI,2021-01-13,24,250,0,274
MAHARASHTRA,RATNAGIRI,2021-01-14,40,265,0,305
MAHARASHTRA,RATNAGIRI,2021-01-15,5,161,0,166
MAHARASHTRA,SANGLI,2021-01-11,31,845,3,879
MAHARASHTRA,SANGLI,2021-01-12,23,724,2,749
MAHARASHTRA,SANGLI,2021-01-13,35,877,0,912
MAHARASHTRA,SANGLI,2021-01-14,23,573,2,598
MAHARASHTRA,SANGLI,2021-01-15,25,654,0,679
MAHARASHTRA,SATARA,2021-01-11,34,1418,10,1462
MAHARASHTRA,SATARA,2021-01-12,72,819,11,902
MAHARASHTRA,SATARA,2021-01-13,54,1127,2,1183
MAHARASHTRA,SATARA,2021-01-14,53,416,5,474
MAHARASHTRA,SATARA,2021-01-15,43,1314,19,1376
MAHARASHTRA,SINDHUDURG,2021-01-11,14,175,0,189
MAHARASHTRA,SINDHUDURG,2021-01-12,22,201,0,223
MAHARASHTRA,SINDHUDURG,2021-01-13,13,175,0,188
MAHARASHTRA,SINDHUDURG,2021-01-14,15,183,0,198
MAHARASHTRA,SINDHUDURG,2021-01-15,8,153,1,162
MAHARASHTRA,SOLAPUR,2021-01-11,65,1925,2,1992
MAHARASHTRA,SOLAPUR,2021-01-12,109,1603,3,1715
MAHARASHTRA,SOLAPUR,2021-01-13,182,2754,0,2936
MAHARASHTRA,SOLAPUR,2021-01-14,96,2803,2,2901
MAHARASHTRA,SOLAPUR,2021-01-15,88,2402,1,2491
MAHARASHTRA,THANE,2021-01-11,412,10621,13,11046
MAHARASHTRA,THANE,2021-01-12,488,9653,10,10151
MAHARASHTRA,THANE,2021-01-13,427,7969,20,8416
MAHARASHTRA,THANE,2021-01-14,389,8154,17,8560
MAHARASHTRA,THANE,2021-01-15,459,9381,16,9856
MAHARASHTRA,WARDHA,2021-01-11,45,590,15,650
MAHARASHTRA,WARDHA,2021-01-12,41,596,11,648
MAHARASHTRA,WARDHA,2021-01-13,47,596,13,656
MAHARASHTRA,WARDHA,2021-01-14,28,531,8,567
MAHARASHTRA,WARDHA,2021-01-15,29,482,16,527
MAHARASHTRA,WASHIM,2021-01-11,20,971,4,995
MAHARASHTRA,WASHIM,2021-01-12,8,963,10,981
MAHARASHTRA,WASHIM,2021-01-13,22,1279,3,1304
MAHARASHTRA,WASHIM,2021-01-14,16,1169,3,1188
MAHARASHTRA,WASHIM,2021-01-15,26,1245,4,1275
MAHARASHTRA,YAVATMAL,2021-01-11,59,527,1,587
MAHARASHTRA,YAVATMAL,2021-01-12,74,547,2,623
MAHARASHTRA,YAVATMAL,2021-01-13,102,528,2,632
MAHARASHTRA,YAVATMAL,2021-01-14,60,517,0,577
MAHARASHTRA,YAVATMAL,2021-01-15,57,300,1,358
MANIPUR,BISHNUPUR,2021-01-11,2,105,0,107
MANIPUR,BISHNUPUR,2021-01-12,6,92,0,98
MANIPUR,BISHNUPUR,2021-01-13,0,73,0,73
MANIPUR,BISHNUPUR,2021-01-14,0,66,0,66
MANIPUR,BISHNUPUR,2021-01-15,0,81,0,81
MANIPUR,CHANDEL,2021-01-11,0,41,0,41
MANIPUR,CHANDEL,2021-01-12,0,22,0,22
MANIPUR,CHANDEL,2021-01-13,1,38,0,39
MANIPUR,CHANDEL,2021-01-14,0,10,0,10
MANIPUR,CHANDEL,2021-01-15,0,103,0,103
MANIPUR,CHURACHANDPUR,2021-01-11,1,180,0,181
MANIPUR,CHURACHANDPUR,2021-01-12,11,160,0,171
MANIPUR,CHURACHANDPUR,2021-01-13,7,197,0,204
MANIPUR,CHURACHANDPUR,2021-01-14,6,132,0,138
MANIPUR,CHURACHANDPUR,2021-01-15,2,93,0,95
MANIPUR,IMPHAL EAST,2021-01-11,57,527,8,592
MANIPUR,IMPHAL EAST,2021-01-12,11,208,0,219
MANIPUR,IMPHAL EAST,2021-01-13,13,326,0,339
MANIPUR,IMPHAL EAST,2021-01-14,9,390,0,399
MANIPUR,IMPHAL EAST,2021-01-15,6,301,1,308
MANIPUR,IMPHAL WEST,2021-01-11,20,543,0,563
MANIPUR,IMPHAL WEST,2021-01-12,21,767,0,788
MANIPUR,IMPHAL WEST,2021-01-13,69,1029,0,1098
MANIPUR,IMPHAL WEST,2021-01-14,38,966,0,1004
MANIPUR,IMPHAL WEST,2021-01-15,26,902,0,928
MANIPUR,JIRIBAM,2021-01-11,0,4,0,4
MANIPUR,JIRIBAM,2021-01-12,0,9,0,9
MANIPUR,JIRIBAM,2021-01-14,0,22,0,22
MANIPUR,JIRIBAM,2021-01-15,0,1,0,1
MANIPUR,KAKCHING,2021-01-11,7,60,0,67
MANIPUR,KAKCHING,2021-01-12,2,74,0,76
MANIPUR,KAKCHING,2021-01-13,6,74,0,80
MANIPUR,KAKCHING,2021-01-14,0,42,0,42
MANIPUR,KAKCHING,2021-01-15,5,35,0,40
MANIPUR,KAMJONG,2021-01-11,0,10,0,10
MANIPUR,KAMJONG,2021-01-12,1,7,0,8
MANIPUR,KAMJONG,2021-01-13,4,8,0,12
MANIPUR,KAMJONG,2021-01-14,0,7,0,7
MANIPUR,KAMJONG,2021-01-15,0,3,0,3
MANIPUR,KANGPOKPI,2021-01-11,1,16,0,17
MANIPUR,KANGPOKPI,2021-01-12,2,40,0,42
MANIPUR,KANGPOKPI,2021-01-13,0,18,0,18
MANIPUR,KANGPOKPI,2021-01-14,3,22,0,25
MANIPUR,KANGPOKPI,2021-01-15,12,31,0,43
MANIPUR,NONEY,2021-01-11,1,12,0,13
MANIPUR,NONEY,2021-01-12,0,9,0,9
MANIPUR,NONEY,2021-01-13,2,2,0,4
MANIPUR,NONEY,2021-01-14,0,1,0,1
MANIPUR,NONEY,2021-01-15,0,3,0,3
MANIPUR,SENAPATI,2021-01-11,2,38,0,40
MANIPUR,SENAPATI,2021-01-12,1,16,0,17
MANIPUR,SENAPATI,2021-01-13,0,39,0,39
MANIPUR,SENAPATI,2021-01-14,2,28,0,30
MANIPUR,SENAPATI,2021-01-15,1,38,0,39
MANIPUR,TAMENGLONG,2021-01-11,7,237,0,244
MANIPUR,TAMENGLONG,2021-01-12,3,79,0,82
MANIPUR,TAMENGLONG,2021-01-13,0,77,0,77
MANIPUR,TAMENGLONG,2021-01-14,2,61,0,63
MANIPUR,TAMENGLONG,2021-01-15,1,32,0,33
MANIPUR,TENGNOUPAL,2021-01-11,5,29,0,34
MANIPUR,TENGNOUPAL,2021-01-12,0,1,0,1
MANIPUR,TENGNOUPAL,2021-01-13,0,10,0,10
MANIPUR,TENGNOUPAL,2021-01-14,1,3,0,4
MANIPUR,TENGNOUPAL,2021-01-15,0,5,0,5
MANIPUR,THOUBAL,2021-01-11,9,174,0,183
MANIPUR,THOUBAL,2021-01-12,5,136,0,141
MANIPUR,THOUBAL,2021-01-13,16,201,0,217
MANIPUR,THOUBAL,2021-01-14,7,143,0,150
MANIPUR,THOUBAL,2021-01-15,13,108,0,121
MANIPUR,UKHRUL,2021-01-11,4,172,0,176
MANIPUR,UKHRUL,2021-01-12,3,217,0,220
MANIPUR,UKHRUL,2021-01-13,3,188,0,191
MANIPUR,UKHRUL,2021-01-14,3,136,0,139
MANIPUR,UKHRUL,2021-01-15,1,181,0,182
MEGHALAYA,EAST GARO HILLS,2021-01-11,0,30,0,30
MEGHALAYA,EAST GARO HILLS,2021-01-12,0,34,0,34
MEGHALAYA,EAST GARO HILLS,2021-01-13,0,32,0,32
MEGHALAYA,EAST GARO HILLS,2021-01-14,0,15,0,15
MEGHALAYA,EAST GARO HILLS,2021-01-15,0,24,0,24
MEGHALAYA,EAST JAINTIA HILLS,2021-01-11,1,49,0,50
MEGHALAYA,EAST JAINTIA HILLS,2021-01-12,1,111,0,112
MEGHALAYA,EAST JAINTIA HILLS,2021-01-13,7,40,0,47
MEGHALAYA,EAST JAINTIA HILLS,2021-01-14,0,68,0,68
MEGHALAYA,EAST JAINTIA HILLS,2021-01-15,10,235,0,245
MEGHALAYA,EAST KHASI HILLS,2021-01-11,13,894,1,908
MEGHALAYA,EAST KHASI HILLS,2021-01-12,15,1007,4,1026
MEGHALAYA,EAST KHASI HILLS,2021-01-13,4,845,0,849
MEGHALAYA,EAST KHASI HILLS,2021-01-14,6,807,0,813
MEGHALAYA,EAST KHASI HILLS,2021-01-15,11,587,0,598
MEGHALAYA,NORTH GARO HILLS,2021-01-11,0,16,0,16
MEGHALAYA,NORTH GARO HILLS,2021-01-12,0,13,0,13
MEGHALAYA,NORTH GARO HILLS,2021-01-13,0,16,0,16
MEGHALAYA,NORTH GARO HILLS,2021-01-14,0,20,0,20
MEGHALAYA,NORTH GARO HILLS,2021-01-15,0,19,0,19
MEGHALAYA,RI BHOI,2021-01-11,3,148,0,151
MEGHALAYA,RI BHOI,2021-01-12,0,108,0,108
MEGHALAYA,RI BHOI,2021-01-13,2,106,0,108
MEGHALAYA,RI BHOI,2021-01-14,0,99,0,99
MEGHALAYA,RI BHOI,2021-01-15,0,61,0,61
MEGHALAYA,SOUTH GARO HILLS,2021-01-11,0,8,0,8
MEGHALAYA,SOUTH GARO HILLS,2021-01-12,0,25,0,25
MEGHALAYA,SOUTH GARO HILLS,2021-01-13,0,19,0,19
MEGHALAYA,SOUTH GARO HILLS,2021-01-14,0,16,0,16
MEGHALAYA,SOUTH GARO HILLS,2021-01-15,0,36,0,36
MEGHALAYA,SOUTH WEST GARO HILLS,2021-01-11,0,38,0,38
MEGHALAYA,SOUTH WEST GARO HILLS,2021-01-12,0,56,0,56
MEGHALAYA,SOUTH WEST GARO HILLS,2021-01-13,0,25,0,25
MEGHALAYA,SOUTH WEST GARO HILLS,2021-01-14,0,28,0,28
MEGHALAYA,SOUTH WEST GARO HILLS,2021-01-15,0,17,0,17
MEGHALAYA,SOUTH WEST KHASI HILLS,2021-01-11,0,18,0,18
MEGHALAYA,SOUTH WEST KHASI HILLS,2021-01-12,0,97,0,97
MEGHALAYA,SOUTH WEST KHASI HILLS,2021-01-13,0,83,0,83
MEGHALAYA,SOUTH WEST KHASI HILLS,2021-01-14,0,10,0,10
MEGHALAYA,SOUTH WEST KHASI HILLS,2021-01-15,0,6,0,6
MEGHALAYA,WEST GARO HILLS,2021-01-11,0,155,0,155
MEGHALAYA,WEST GARO HILLS,2021-01-12,0,172,0,172
MEGHALAYA,WEST GARO HILLS,2021-01-13,1,246,0,247
MEGHALAYA,WEST GARO HILLS,2021-01-14,0,154,0,154
MEGHALAYA,WEST GARO HILLS,2021-01-15,0,178,0,178
MEGHALAYA,WEST JAINTIA HILLS,2021-01-11,0,82,0,82
MEGHALAYA,WEST JAINTIA HILLS,2021-01-12,5,110,0,115
MEGHALAYA,WEST JAINTIA HILLS,2021-01-13,0,84,0,84
MEGHALAYA,WEST JAINTIA HILLS,2021-01-14,1,87,0,88
MEGHALAYA,WEST JAINTIA HILLS,2021-01-15,0,68,0,68
MEGHALAYA,WEST KHASI HILLS,2021-01-11,1,71,0,72
MEGHALAYA,WEST KHASI HILLS,2021-01-12,0,72,0,72
MEGHALAYA,WEST KHASI HILLS,2021-01-13,0,87,0,87
MEGHALAYA,WEST KHASI HILLS,2021-01-14,0,91,0,91
MEGHALAYA,WEST KHASI HILLS,2021-01-15,0,26,0,26
MIZORAM,AIZAWL,2021-01-11,3,755,0,758
MIZORAM,AIZAWL,2021-01-12,1,624,0,625
MIZORAM,AIZAWL,2021-01-13,6,557,0,563
MIZORAM,AIZAWL,2021-01-14,0,540,0,540
MIZORAM,AIZAWL,2021-01-15,3,514,0,517
MIZORAM,CHAMPHAI,2021-01-11,0,6,0,6
MIZORAM,CHAMPHAI,2021-01-12,0,11,0,11
MIZORAM,CHAMPHAI,2021-01-13,0,13,0,13
MIZORAM,CHAMPHAI,2021-01-14,0,47,0,47
MIZORAM,CHAMPHAI,2021-01-15,0,70,0,70
MIZORAM,HNAHTHIAL,2021-01-12,0,6,0,6
MIZORAM,HNAHTHIAL,2021-01-13,0,3,0,3
MIZORAM,HNAHTHIAL,2021-01-14,0,6,0,6
MIZORAM,HNAHTHIAL,2021-01-15,0,6,0,6
MIZORAM,KHAWZAWL,2021-01-12,1,9,0,10
MIZORAM,KHAWZAWL,2021-01-14,0,2,0,2
MIZORAM,KOLASIB,2021-01-11,2,77,0,79
MIZORAM,KOLASIB,2021-01-12,1,57,0,58
MIZORAM,KOLASIB,2021-01-13,0,19,0,19
MIZORAM,KOLASIB,2021-01-14,1,86,0,87
MIZORAM,KOLASIB,2021-01-15,0,40,0,40
MIZORAM,LAWNGTLAI,2021-01-11,0,31,0,31
MIZORAM,LAWNGTLAI,2021-01-12,0,3,0,3
MIZORAM,LAWNGTLAI,2021-01-13,1,53,0,54
MIZORAM,LAWNGTLAI,2021-01-14,0,28,0,28
MIZORAM,LAWNGTLAI,2021-01-15,1,76,0,77
MIZORAM,LUNGLEI,2021-01-11,1,42,0,43
MIZORAM,LUNGLEI,2021-01-12,1,70,0,71
MIZORAM,LUNGLEI,2021-01-13,0,39,0,39
MIZORAM,LUNGLEI,2021-01-14,0,24,0,24
MIZORAM,LUNGLEI,2021-01-15,0,42,0,42
MIZORAM,MAMIT,2021-01-11,0,46,0,46
MIZORAM,MAMIT,2021-01-12,0,87,0,87
MIZORAM,MAMIT,2021-01-13,0,80,0,80
MIZORAM,MAMIT,2021-01-14,0,83,0,83
MIZORAM,MAMIT,2021-01-15,0,40,0,40
MIZORAM,SAIHA,2021-01-11,0,1,0,1
MIZORAM,SAIHA,2021-01-12,0,10,0,10
MIZORAM,SAIHA,2021-01-13,0,1,0,1
MIZORAM,SAIHA,2021-01-14,0,6,0,6
MIZORAM,SAIHA,2021-01-15,0,10,0,10
MIZORAM,SAITUAL,2021-01-11,0,23,0,23
MIZORAM,SAITUAL,2021-01-12,0,11,0,11
MIZORAM,SAITUAL,2021-01-13,0,80,0,80
MIZORAM,SAITUAL,2021-01-14,0,8,0,8
MIZORAM,SAITUAL,2021-01-15,0,12,0,12
MIZORAM,SERCHHIP,2021-01-11,0,25,0,25
MIZORAM,SERCHHIP,2021-01-12,0,10,0,10
MIZORAM,SERCHHIP,2021-01-13,0,27,0,27
MIZORAM,SERCHHIP,2021-01-14,0,30,0,30
MIZORAM,SERCHHIP,2021-01-15,0,5,0,5
NAGALAND,DIMAPUR,2021-01-11,1,155,0,156
NAGALAND,DIMAPUR,2021-01-12,1,72,0,73
NAGALAND,DIMAPUR,2021-01-13,4,51,0,55
NAGALAND,DIMAPUR,2021-01-14,2,101,0,103
NAGALAND,DIMAPUR,2021-01-15,0,89,0,89
NAGALAND,KIPHIRE,2021-01-11,0,6,0,6
NAGALAND,KIPHIRE,2021-01-12,0,15,0,15
NAGALAND,KIPHIRE,2021-01-14,0,1,0,1
NAGALAND,KIPHIRE,2021-01-15,0,4,0,4
NAGALAND,KOHIMA,2021-01-11,14,13,0,27
NAGALAND,KOHIMA,2021-01-12,1,6,0,7
NAGALAND,KOHIMA,2021-01-13,20,3,0,23
NAGALAND,KOHIMA,2021-01-14,28,13,1,42
NAGALAND,KOHIMA,2021-01-15,0,5,0,5
NAGALAND,LONGLENG,2021-01-11,0,2,0,2
NAGALAND,LONGLENG,2021-01-15,0,1,0,1
NAGALAND,MOKOKCHUNG,2021-01-11,0,14,0,14
NAGALAND,MOKOKCHUNG,2021-01-12,1,18,0,19
NAGALAND,MOKOKCHUNG,2021-01-13,0,10,0,10
NAGALAND,MOKOKCHUNG,2021-01-14,2,12,0,14
NAGALAND,MOKOKCHUNG,2021-01-15,1,15,0,16
NAGALAND,MON,2021-01-11,0,2,0,2
NAGALAND,MON,2021-01-12,0,2,0,2
NAGALAND,MON,2021-01-13,0,2,0,2
NAGALAND,MON,2021-01-14,0,1,0,1
NAGALAND,PEREN,2021-01-11,0,3,0,3
NAGALAND,PEREN,2021-01-12,0,1,0,1
NAGALAND,PEREN,2021-01-13,0,2,0,2
NAGALAND,PEREN,2021-01-14,0,1,0,1
NAGALAND,PEREN,2021-01-15,0,1,0,1
NAGALAND,PHEK,2021-01-11,0,2,0,2
NAGALAND,PHEK,2021-01-12,0,7,0,7
NAGALAND,PHEK,2021-01-13,0,4,0,4
NAGALAND,PHEK,2021-01-14,0,2,0,2
NAGALAND,PHEK,2021-01-15,0,5,0,5
NAGALAND,TUENSANG,2021-01-12,0,1,0,1
NAGALAND,TUENSANG,2021-01-13,0,1,0,1
NAGALAND,TUENSANG,2021-01-14,0,3,0,3
NAGALAND,TUENSANG,2021-01-15,0,1,0,1
NAGALAND,WOKHA,2021-01-11,0,1,0,1
NAGALAND,WOKHA,2021-01-12,0,1,0,1
NAGALAND,WOKHA,2021-01-13,0,2,0,2
NAGALAND,WOKHA,2021-01-14,4,1,0,5
NAGALAND,WOKHA,2021-01-15,0,1,0,1
NAGALAND,ZUNHEBOTO,2021-01-11,0,2,0,2
NAGALAND,ZUNHEBOTO,2021-01-12,0,1,0,1
NAGALAND,ZUNHEBOTO,2021-01-14,6,3,0,9
ODISHA,ANUGUL,2021-01-11,16,694,0,710
ODISHA,ANUGUL,2021-01-12,21,650,0,671
ODISHA,ANUGUL,2021-01-13,38,495,0,533
ODISHA,ANUGUL,2021-01-14,16,605,0,621
ODISHA,ANUGUL,2021-01-15,7,710,0,717
ODISHA,BALANGIR,2021-01-11,8,1372,0,1380
ODISHA,BALANGIR,2021-01-12,6,1516,4,1526
ODISHA,BALANGIR,2021-01-13,4,1310,0,1314
ODISHA,BALANGIR,2021-01-14,6,1293,15,1314
ODISHA,BALANGIR,2021-01-15,1,1441,0,1442
ODISHA,BALESHWAR,2021-01-11,17,2298,6,2321
ODISHA,BALESHWAR,2021-01-12,9,2412,0,2421
ODISHA,BALESHWAR,2021-01-13,11,2207,0,2218
ODISHA,BALESHWAR,2021-01-14,9,2004,1,2014
ODISHA,BALESHWAR,2021-01-15,7,2324,19,2350
ODISHA,BARGARH,2021-01-11,18,969,0,987
ODISHA,BARGARH,2021-01-12,1,696,0,697
ODISHA,BARGARH,2021-01-13,2,728,0,730
ODISHA,BARGARH,2021-01-14,1,587,5,593
ODISHA,BARGARH,2021-01-15,7,676,0,683
ODISHA,BHADRAK,2021-01-11,1,1323,0,1324
ODISHA,BHADRAK,2021-01-12,2,1349,0,1351
ODISHA,BHADRAK,2021-01-13,5,852,0,857
ODISHA,BHADRAK,2021-01-14,1,1210,0,1211
ODISHA,BHADRAK,2021-01-15,4,1188,8,1200
ODISHA,BOUDH,2021-01-11,0,466,1,467
ODISHA,BOUDH,2021-01-12,0,206,0,206
ODISHA,BOUDH,2021-01-13,0,421,0,421
ODISHA,BOUDH,2021-01-14,1,553,0,554
ODISHA,BOUDH,2021-01-15,0,192,0,192
ODISHA,CUTTACK,2021-01-11,11,1493,1,1505
ODISHA,CUTTACK,2021-01-12,7,1347,0,1354
ODISHA,CUTTACK,2021-01-13,12,1553,0,1565
ODISHA,CUTTACK,2021-01-14,4,1188,0,1192
ODISHA,CUTTACK,2021-01-15,10,1611,1,1622
ODISHA,DEOGARH,2021-01-11,5,374,1,380
ODISHA,DEOGARH,2021-01-12,1,274,0,275
ODISHA,DEOGARH,2021-01-13,0,294,0,294
ODISHA,DEOGARH,2021-01-14,0,273,0,273
ODISHA,DEOGARH,2021-01-15,0,246,0,246
ODISHA,DHENKANAL,2021-01-11,0,753,0,753
ODISHA,DHENKANAL,2021-01-12,1,799,0,800
ODISHA,DHENKANAL,2021-01-13,0,1030,2,1032
ODISHA,DHENKANAL,2021-01-14,2,684,0,686
ODISHA,DHENKANAL,2021-01-15,1,1169,0,1170
ODISHA,GAJAPATI,2021-01-11,7,240,1,248
ODISHA,GAJAPATI,2021-01-12,7,271,0,278
ODISHA,GAJAPATI,2021-01-13,0,347,0,347
ODISHA,GAJAPATI,2021-01-14,3,307,1,311
ODISHA,GAJAPATI,2021-01-15,8,216,0,224
ODISHA,GANJAM,2021-01-11,3,1710,94,1807
ODISHA,GANJAM,2021-01-12,2,1839,210,2051
ODISHA,GANJAM,2021-01-13,0,1661,135,1796
ODISHA,GANJAM,2021-01-14,2,681,0,683
ODISHA,GANJAM,2021-01-15,0,2291,174,2465
ODISHA,JAGATSINGHAPUR,2021-01-11,1,1113,1,1115
ODISHA,JAGATSINGHAPUR,2021-01-12,2,679,0,681
ODISHA,JAGATSINGHAPUR,2021-01-13,0,797,0,797
ODISHA,JAGATSINGHAPUR,2021-01-14,1,712,0,713
ODISHA,JAGATSINGHAPUR,2021-01-15,1,667,0,668
ODISHA,JAJAPUR,2021-01-11,3,955,4,962
ODISHA,JAJAPUR,2021-01-12,0,974,1,975
ODISHA,JAJAPUR,2021-01-13,5,975,0,980
ODISHA,JAJAPUR,2021-01-14,9,702,0,711
ODISHA,JAJAPUR,2021-01-15,8,905,0,913
ODISHA,JHARSUGUDA,2021-01-11,13,657,5,675
ODISHA,JHARSUGUDA,2021-01-12,10,646,6,662
ODISHA,JHARSUGUDA,2021-01-13,32,670,3,705
ODISHA,JHARSUGUDA,2021-01-14,11,641,0,652
ODISHA,JHARSUGUDA,2021-01-15,6,575,2,583
ODISHA,KALAHANDI,2021-01-11,3,223,0,226
ODISHA,KALAHANDI,2021-01-12,3,247,0,250
ODISHA,KALAHANDI,2021-01-13,1,104,0,105
ODISHA,KALAHANDI,2021-01-14,2,294,0,296
ODISHA,KALAHANDI,2021-01-15,0,498,0,498
ODISHA,KANDHAMAL,2021-01-11,1,857,0,858
ODISHA,KANDHAMAL,2021-01-12,1,833,0,834
